Suburb,Rooms,Type,Price,Method,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,Sale_Year,Sale_Month
Windsor,3,h,2302000.0,S,Marshall,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,2017,3
Vermont,4,u,841000.0,S,Harcourts,3133,Eastern Metropolitan,4181,17.2,Maroondah City Council,2017,12
Ferntree Gully,2,h,775000.0,S,Noel,3156,Eastern Metropolitan,10788,24.8,Knox City Council,2017,9
Other,3,h,693000.0,S,Other,3975,South-Eastern Metropolitan,2322,33.8,Casey City Council,2018,3
Frankston South,3,t,580000.0,S,O'Brien,3199,South-Eastern Metropolitan,7566,38.0,Frankston City Council,2017,2
Frankston,2,h,574000.0,S,O'Brien,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,12
Other,3,h,420000.0,PI,Barry,3023,Western Metropolitan,7719,14.8,Melton City Council,2016,7
Port Melbourne,2,u,820000.0,VB,Cayzer,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,2016,5
Roxburgh Park,3,h,360000.0,S,Raine,3064,Northern Metropolitan,5833,20.6,Hume City Council,2018,2
Northcote,2,h,1255000.0,S,Ray,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,3
Hampton,2,u,870000.0,PI,Other,3188,Southern Metropolitan,5454,13.8,Bayside City Council,2018,2
Essendon,1,u,325000.0,S,Other,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,4
Maribyrnong,2,u,477000.0,S,Brad,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2018,10
Malvern East,4,h,2920000.0,S,Marshall,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2018,4
Hampton,2,u,850000.0,S,hockingstuart,3188,Southern Metropolitan,5454,13.8,Bayside City Council,2018,4
Mordialloc,3,h,935000.0,S,O'Brien,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,2016,9
Mentone,4,h,1270000.0,SP,Other,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2018,3
South Yarra,2,u,590000.0,PI,Marshall,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2017,10
Greensborough,3,h,866000.0,S,hockingstuart,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2017,7
Ascot Vale,3,h,1230000.0,S,Woodards,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,2017,6
Dandenong North,3,h,642500.0,S,Other,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2018,3
Windsor,2,u,655000.0,PI,Other,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,2016,9
Beaumaris,4,h,1950000.0,VB,Ray,3193,Southern Metropolitan,5366,17.3,Bayside City Council,2017,11
Other,2,u,505000.0,S,Jas,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,2018,3
Mulgrave,3,h,931500.0,S,Ray,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council,2018,6
Epping,3,h,475000.0,S,Harcourts,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2016,9
Brunswick East,2,u,570000.0,S,McGrath,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2017,6
Fairfield,3,h,1375000.0,S,McGrath,3078,Northern Metropolitan,2970,5.7,Darebin City Council,2016,8
Parkdale,3,t,907500.0,S,Hodges,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2017,4
Surrey Hills,3,h,2180000.0,SP,Jellis,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2016,11
Brighton,3,h,1240000.0,PI,hockingstuart,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2017,7
Yarraville,3,h,1430000.0,SP,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2017,2
Roxburgh Park,3,h,575000.0,S,Ray,3064,Northern Metropolitan,5833,20.6,Hume City Council,2018,5
Prahran,2,u,735000.0,S,Other,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,2017,6
Flemington,2,h,937500.0,S,Alexkarbon,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,2018,6
Collingwood,2,h,1120000.0,SP,Nelson,3066,Northern Metropolitan,4553,2.0,Yarra City Council,2018,3
Other,3,h,1050000.0,VB,Barry,3040,Western Metropolitan,588,7.5,Moonee Valley City Council,2017,5
Frankston,3,t,765000.0,S,Other,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2018,6
Mount Waverley,3,u,825000.0,S,Harcourts,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,11
Pascoe Vale,3,h,1040000.0,S,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,2
Yarraville,3,h,910000.0,PI,hockingstuart,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2017,10
Montmorency,3,h,920000.0,VB,Other,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2018,8
Balwyn,3,h,2120000.0,S,Jellis,3103,Southern Metropolitan,5682,7.9,Boroondara City Council,2018,5
Hillside,4,h,590000.0,S,Barry,3037,Western Metropolitan,5556,18.0,Brimbank City Council,2016,11
Sunbury,3,h,436000.0,S,Barry,3429,Western Metropolitan,14092,31.7,Hume City Council,2017,11
Ringwood East,4,h,886000.0,S,Barry,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,2017,5
Wyndham Vale,4,h,615000.0,SP,Jas,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2016,11
Lalor,3,t,465000.0,S,HAR,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2018,7
South Yarra,1,u,370000.0,SP,Marshall,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,5
Doreen,3,h,570000.0,S,Other,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council,2018,6
Craigieburn,4,h,511500.0,S,Raine,3064,Northern Metropolitan,15510,20.6,Hume City Council,2018,2
Abbotsford,2,h,1100000.0,PI,Biggin,3067,Northern Metropolitan,4019,3.0,Yarra City Council,2016,6
Surrey Hills,4,h,2170000.0,S,Marshall,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2017,9
Mount Waverley,5,h,1895000.0,S,Noel,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2018,4
Other,3,h,461000.0,S,Brad,3021,Western Metropolitan,1202,14.0,Brimbank City Council,2016,11
Mentone,2,t,725000.0,S,Barry,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2017,10
Nunawading,2,h,956000.0,S,Fletchers,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,2018,3
Carnegie,2,u,662000.0,S,Ray,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2016,9
Mentone,3,t,1620000.0,S,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2016,8
Brunswick,2,h,1276000.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,3
Hoppers Crossing,4,h,593000.0,S,Ray,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2017,10
Balwyn North,3,u,1910000.0,S,Jellis,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2017,12
South Yarra,2,u,550000.0,S,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,5
South Morang,4,h,750000.0,SP,Ray,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2017,11
Glen Iris,1,u,450000.0,VB,Fletchers,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,2017,9
Bentleigh East,4,h,1600000.0,S,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2016,5
Sunbury,3,h,650000.0,S,YPA,3429,Western Metropolitan,14092,31.7,Hume City Council,2017,10
St Kilda,3,h,1250000.0,VB,Buxton,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,2018,5
Preston,2,h,651000.0,S,Woodards,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2016,11
Abbotsford,1,u,481000.0,SP,Purplebricks,3067,Northern Metropolitan,4019,3.0,Yarra City Council,2016,12
Oakleigh South,2,h,955500.0,S,Ray,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2017,8
Other,3,t,1370000.0,S,Barry,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,2017,8
Fitzroy,2,h,950000.0,S,Nelson,3065,Northern Metropolitan,5825,2.1,Yarra City Council,2017,12
Melbourne,1,u,440000.0,S,Harcourts,3000,Northern Metropolitan,17496,0.0,Melbourne City Council,2016,8
Burwood,3,u,625000.0,PI,Jellis,3125,Southern Metropolitan,5678,10.4,Monash City Council,2016,9
Box Hill,5,h,1540000.0,S,Buxton,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,2017,11
Carlton North,2,h,1335000.0,S,Nelson,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2018,5
Other,1,u,420000.0,PI,Other,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,2017,11
Mill Park,3,h,625000.0,S,Love,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,10
Strathmore,3,u,750000.0,VB,Other,3041,Western Metropolitan,3284,8.2,Moonee Valley City Council,2016,5
Brunswick West,4,h,1000000.0,S,Nelson,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2016,9
Other,2,h,855000.0,S,Biggin,3121,Northern Metropolitan,1123,2.4,Yarra City Council,2017,4
Northcote,1,u,440000.0,S,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2018,4
Malvern East,2,u,720000.0,S,Other,3145,Southern Metropolitan,8801,8.4,Stonnington City Council,2016,10
Wyndham Vale,4,h,482000.0,S,hockingstuart,3024,Western Metropolitan,5262,27.2,Wyndham City Council,2017,5
Keilor Downs,3,h,755000.0,S,Barry,3038,Western Metropolitan,3656,15.5,Brimbank City Council,2018,9
Newport,3,t,950000.0,SP,Greg,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2017,7
Oakleigh,3,h,1365000.0,S,Ray,3166,Southern Metropolitan,3224,12.3,Monash City Council,2017,7
Flemington,2,h,730000.0,SP,Nelson,3031,Northern Metropolitan,3593,3.4,Melbourne City Council,2016,9
Balwyn North,4,h,1593000.0,S,Fletchers,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2017,6
Other,1,u,400000.0,S,RT,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council,2016,10
Niddrie,3,u,760000.0,S,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,2016,6
Sandringham,4,t,1600000.0,S,Buxton,3191,Southern Metropolitan,4497,15.2,Bayside City Council,2018,9
Brighton East,4,h,2450000.0,VB,RT,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2018,5
Templestowe,3,h,1250000.0,PI,Ray,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,2017,2
Brunswick East,2,h,580000.0,S,Nelson,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2017,3
Brunswick,2,h,860000.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2016,4
Camberwell,5,h,2650000.0,PI,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2017,10
Montmorency,3,h,780000.0,S,Barry,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2017,3
Glenroy,2,h,900000.0,S,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,12
Williamstown,4,h,2690000.0,S,Sweeney,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,2018,5
Other,3,h,680000.0,S,Other,3172,South-Eastern Metropolitan,4054,22.2,Greater Dandenong City Council,2016,11
Northcote,2,u,675500.0,S,Nelson,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,12
Doncaster,4,h,1408000.0,S,Jellis,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,2016,12
Preston,3,h,840500.0,S,Nelson,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2018,8
Oakleigh South,2,u,625000.0,S,LJ,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2016,11
Pascoe Vale,4,t,945000.0,SP,Brad,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,9
Other,4,t,1680000.0,S,Fletchers,3103,Southern Metropolitan,892,7.9,Boroondara City Council,2017,8
Richmond,3,h,1820000.0,S,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,10
Brunswick East,2,u,600000.0,VB,Nelson,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2018,5
Newport,2,h,850000.0,VB,Greg,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2018,3
Mentone,2,u,680000.0,VB,Barry,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2018,7
Other,3,h,720000.0,VB,McGrath,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council,2017,12
Ringwood East,3,h,805000.0,S,Other,3135,Eastern Metropolitan,4407,21.3,Maroondah City Council,2017,12
Richmond,2,u,900000.0,SP,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2017,10
Ferntree Gully,4,h,830000.0,VB,Barry,3156,Eastern Metropolitan,10788,24.8,Knox City Council,2018,6
Mill Park,3,h,532000.0,S,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2016,11
Kensington,1,t,542000.0,S,Nelson,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2016,9
Ashwood,3,h,1045000.0,S,Harcourts,3147,Southern Metropolitan,2894,10.2,Monash City Council,2017,5
Ashburton,3,h,1500000.0,S,hockingstuart,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,2016,5
Mount Waverley,3,h,1065000.0,S,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2018,9
Black Rock,2,u,879000.0,S,Hodges,3193,Southern Metropolitan,2866,17.3,Bayside City Council,2017,6
Sandringham,4,h,2025000.0,S,Hodges,3191,Southern Metropolitan,4497,15.2,Bayside City Council,2018,7
Frankston,3,h,636000.0,S,Barry,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,12
Other,4,h,615000.0,S,FN,3030,Western Metropolitan,2276,14.7,Brimbank City Council,2016,11
Epping,4,h,735000.0,S,hockingstuart,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2017,12
Point Cook,4,h,680000.0,PI,Other,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2018,7
Burwood,3,h,1712000.0,S,Fletchers,3125,Southern Metropolitan,5678,10.4,Monash City Council,2017,11
Footscray,2,u,315000.0,SP,Barry,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2017,12
Malvern,4,h,2500000.0,VB,Jellis,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,2017,11
Yarraville,3,t,927000.0,S,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2018,6
Parkdale,4,h,1330000.0,S,Buxton,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2016,6
Doncaster,4,h,1300000.0,PI,Ray,3108,Eastern Metropolitan,9028,12.4,Manningham City Council,2017,4
Brunswick,4,h,1300000.0,PI,Barry,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2017,11
Other,3,h,560000.0,S,Other,3153,Eastern Metropolitan,3598,23.2,Maroondah City Council,2016,6
Templestowe Lower,4,h,975000.0,S,Fletchers,3107,Eastern Metropolitan,5420,12.4,Manningham City Council,2016,11
Ashwood,4,t,1230000.0,S,Buxton,3147,Southern Metropolitan,2894,10.2,Monash City Council,2016,6
Fawkner,3,h,645000.0,PI,Stockdale,3060,Northern Metropolitan,5070,13.1,Hume City Council,2017,11
Coburg,3,h,1130000.0,S,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,2
Other,3,h,1361000.0,S,Collins,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2017,2
Beaumaris,3,h,1450000.0,S,Buxton,3193,Southern Metropolitan,5366,17.3,Bayside City Council,2017,3
Seaford,3,t,550000.0,VB,Harcourts,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2016,11
Essendon,5,h,2200000.0,S,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,1
Avondale Heights,4,h,900000.0,VB,Nelson,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,2017,10
Reservoir,4,h,720000.0,VB,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,5
Richmond,1,u,403500.0,S,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2018,6
Brunswick,3,h,1170000.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,5
Other,3,h,615000.0,S,hockingstuart,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council,2017,5
Deer Park,3,h,650000.0,PI,Barry,3023,Western Metropolitan,6388,14.8,Brimbank City Council,2017,7
Sydenham,3,h,601000.0,S,Brad,3037,Western Metropolitan,3640,18.0,Brimbank City Council,2017,12
Other,5,h,675000.0,S,Barry,3021,Western Metropolitan,2878,14.0,Brimbank City Council,2017,12
Craigieburn,4,h,665000.0,S,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,2017,11
Forest Hill,3,h,850000.0,VB,Noel,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2018,10
Other,4,h,790000.0,S,Barry,3087,Northern Metropolitan,1442,14.5,Banyule City Council,2018,2
Hawthorn East,2,h,1270000.0,PI,Jellis,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2018,5
Northcote,2,h,1035000.0,S,Nelson,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,3
Mount Waverley,3,u,712500.0,S,Ray,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,6
Heidelberg Heights,4,h,890000.0,S,Love,3081,Eastern Metropolitan,2947,8.8,Banyule City Council,2017,3
Craigieburn,3,h,536000.0,S,Ray,3064,Northern Metropolitan,15510,20.6,Hume City Council,2018,6
Other,3,h,912500.0,S,Ray,3195,South-Eastern Metropolitan,2243,21.5,Kingston City Council,2018,5
Bundoora,4,h,747000.0,S,Ray,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2017,5
Other,3,h,900000.0,S,Greg,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council,2018,7
Watsonia,3,h,730000.0,S,Buckingham,3087,Northern Metropolitan,2329,14.5,Banyule City Council,2018,3
Fawkner,3,h,700000.0,SP,Ray,3060,Northern Metropolitan,5070,13.1,Hume City Council,2017,5
Dandenong North,3,h,706000.0,S,Other,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2018,4
Malvern,2,u,1000000.0,S,Jellis,3144,Southern Metropolitan,4675,5.9,Stonnington City Council,2017,9
Bentleigh East,3,t,965000.0,S,Buxton,3165,Southern Metropolitan,10969,13.8,Glen Eira City Council,2017,4
Fairfield,4,h,1300000.0,VB,Other,3078,Northern Metropolitan,2970,5.7,Darebin City Council,2017,12
Pascoe Vale,2,u,470000.0,SP,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2016,6
Other,2,h,575000.0,S,Harcourts,3158,Eastern Victoria,2591,29.3,Yarra Ranges Shire Council,2017,5
St Albans,3,h,475000.0,S,Barry,3021,Western Metropolitan,14042,14.0,Brimbank City Council,2018,3
Coburg North,3,t,710000.0,PI,Woodards,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2018,5
Other,3,h,1113000.0,PI,Other,3081,Eastern Metropolitan,790,8.8,Banyule City Council,2017,10
Point Cook,3,h,476500.0,S,hockingstuart,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,10
Pascoe Vale,3,h,850000.0,VB,Nelson,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2017,9
Seaford,2,u,280000.0,S,O'Brien,3198,South-Eastern Metropolitan,8077,35.4,Frankston City Council,2016,6
McKinnon,3,h,1457500.0,S,Buxton,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,2018,5
Maribyrnong,3,t,855000.0,S,Nelson,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2017,9
North Melbourne,3,h,1700000.0,VB,hockingstuart,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,2018,8
Epping,3,h,515000.0,SP,Ray,3076,Northern Metropolitan,10926,19.6,Whittlesea City Council,2018,3
South Yarra,1,u,403500.0,S,Williams,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,8
Mount Waverley,3,t,975000.0,S,Buxton,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2016,9
St Kilda,1,u,360000.0,S,hockingstuart,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,2017,7
St Albans,4,h,690000.0,S,YPA,3021,Western Metropolitan,14042,14.0,Brimbank City Council,2018,4
Carlton North,4,h,1391000.0,S,Nelson,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2017,12
Preston,3,h,910000.0,S,Ray,3072,Northern Metropolitan,14577,8.4,Darebin City Council,2016,5
Blackburn,4,h,1750000.0,PI,Woodards,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2018,4
Brunswick,3,h,1691500.0,S,Nelson,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2016,9
North Melbourne,2,h,940000.0,S,Other,3051,Northern Metropolitan,6821,1.8,Melbourne City Council,2017,4
Glenroy,4,h,876500.0,S,Eview,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2018,3
Clayton,2,u,498500.0,S,Other,3168,South-Eastern Metropolitan,5837,16.7,Monash City Council,2016,8
Camberwell,3,h,1400000.0,VB,Marshall,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2018,9
Doncaster East,4,h,1300000.0,VB,Barry,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2018,9
Richmond,4,h,2080000.0,S,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2017,11
Ringwood,3,h,1085000.0,S,Fletchers,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2017,6
Ivanhoe,2,u,730000.0,S,Miles,3079,Eastern Metropolitan,5549,7.8,Banyule City Council,2018,3
Other,1,u,526000.0,SP,Nelson,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,2017,2
Deer Park,3,h,472000.0,S,HAR,3023,Western Metropolitan,6388,14.8,Brimbank City Council,2017,4
Beaumaris,4,h,1660000.0,SP,Buxton,3193,Southern Metropolitan,5366,17.3,Bayside City Council,2018,2
Mentone,1,u,350000.0,SP,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2017,8
Reservoir,4,h,786000.0,S,Nelson,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,4
Heathmont,3,h,939000.0,S,Philip,3135,Eastern Metropolitan,3794,21.3,Maroondah City Council,2017,3
Blackburn South,3,h,990000.0,S,McGrath,3130,Eastern Metropolitan,4387,13.4,Whitehorse City Council,2017,4
Hawthorn East,3,h,1865000.0,S,Jellis,3123,Southern Metropolitan,6482,6.2,Boroondara City Council,2017,3
West Footscray,2,u,456000.0,S,Sweeney,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2016,5
Hoppers Crossing,4,h,680000.0,VB,hockingstuart,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2017,5
Other,3,h,1820000.0,S,Nelson,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,2017,4
Hampton,3,t,1910000.0,PI,Buxton,3188,Southern Metropolitan,5454,13.8,Bayside City Council,2017,7
Mill Park,4,h,751000.0,S,HAR,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2017,12
Carlton North,2,h,860000.0,S,Woodards,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2017,11
Blackburn,4,h,1955000.0,S,Jellis,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2018,3
Mill Park,3,h,726000.0,S,Ray,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2018,6
Keilor Downs,3,h,797000.0,S,Barry,3038,Western Metropolitan,3656,15.5,Brimbank City Council,2018,4
Abbotsford,2,u,480000.0,S,hockingstuart,3067,Northern Metropolitan,4019,3.0,Yarra City Council,2017,6
Toorak,2,u,701500.0,S,Kay,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,2016,6
Forest Hill,3,h,1197000.0,S,Ray,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2017,8
Keilor East,3,t,780000.0,VB,Barry,3033,Western Metropolitan,5629,11.7,Brimbank City Council,2017,12
Other,4,h,835000.0,S,hockingstuart,3028,Western Metropolitan,7630,15.5,Hobsons Bay City Council,2017,9
Donvale,5,h,1057000.0,S,Barry,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,2016,5
Elsternwick,2,u,615000.0,S,Biggin,3185,Southern Metropolitan,4898,7.2,Glen Eira City Council,2018,10
Other,2,h,780000.0,S,Miles,3081,Eastern Metropolitan,790,8.8,Banyule City Council,2016,9
Fawkner,3,h,482000.0,S,Brad,3060,Northern Metropolitan,5070,13.1,Hume City Council,2018,1
Toorak,3,u,1550000.0,VB,Marshall,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,2017,12
Albert Park,2,h,1436000.0,S,RT,3206,Southern Metropolitan,3280,3.0,Port Phillip City Council,2017,3
Reservoir,4,h,900000.0,SP,RW,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,9
Frankston,1,u,351000.0,SP,O'Brien,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,4
Eltham,3,h,707000.0,S,Buckingham,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,2018,8
Airport West,3,h,1025000.0,S,Nelson,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,2018,1
Richmond,1,u,426000.0,S,Biggin,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2018,7
Wantirna South,4,h,888000.0,S,Ray,3152,Eastern Metropolitan,7082,14.7,Knox City Council,2018,6
Blackburn North,3,h,965000.0,S,Jellis,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2018,8
Hawthorn,3,u,840000.0,VB,hockingstuart,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,2017,3
Reservoir,2,t,570000.0,PI,hockingstuart,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2018,4
Other,3,h,725000.0,S,Douglas,3020,Western Metropolitan,2185,10.5,Brimbank City Council,2017,10
Essendon,6,h,2620000.0,S,Brad,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2016,12
Oakleigh South,3,h,770000.0,VB,Ray,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2018,9
Kensington,2,u,520000.0,S,Rendina,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2018,8
Northcote,2,t,700000.0,VB,Nelson,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2016,5
Glenroy,2,h,417000.0,S,Stockdale,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2016,11
Melton South,4,h,350000.0,VB,Ray,3338,Western Victoria,4718,29.8,Melton City Council,2017,2
Forest Hill,3,h,1071500.0,S,Noel,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2017,6
Other,3,h,721000.0,S,McGrath,3088,Eastern Metropolitan,915,16.1,Banyule City Council,2016,10
Niddrie,3,h,970000.0,VB,Barry,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,2018,6
Other,3,h,720000.0,S,Jellis,3095,Eastern Metropolitan,938,18.0,Nillumbik Shire Council,2017,10
South Yarra,1,u,467500.0,SP,McGrath,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2016,9
Burwood,4,h,1410000.0,S,Buxton,3125,Southern Metropolitan,5678,10.4,Monash City Council,2016,6
Other,3,h,356000.0,S,FN,3337,Western Victoria,3600,31.7,Melton City Council,2018,6
Eltham,4,h,914000.0,S,Fletchers,3095,Eastern Metropolitan,6990,18.0,Banyule City Council,2018,6
